id_venda,data,cliente,produto,categoria,quantidade,preco_unitario,regiao,canal_venda,desconto
1307,2025-05-17,Rafael Almeida,Mochila Executiva,Acessorios,4,159.9,Norte,Loja Fisica,0.0
1308,2024-03-15,William Lima,Tenis Runner,Acessorios,1,299.9,Sudeste,WhatsApp,0.05
1309,2024-08-13,Eduarda Almeida,Webcam HD,Eletronicos,2,179.9,Centro-Oeste,Marketplace,0.0
1310,2025-06-01,Eduarda Pereira,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Online,0.1
1311,2025-07-03,Kaique Souza,SSD 1TB,Eletronicos,1,459.9,Sudeste,WhatsApp,0.2
1312,2024-08-14,Felipe Gomes,Tenis Runner,Moda,1,299.9,Nordeste,Loja Fisica,0.05
1313,2024-12-05,Julia Santos,Camiseta Dry Fit,Moda,2,48.4,Sudeste,Marketplace,0.1
1314,2025-09-25,Otavio Rodrigues,Mesa Compacta,Móveis,1,630.4,Sudeste,Online,0.0
1315,2025-10-26,Lucas Souza,SSD 1TB,Eletronicos,2,459.9,Centro-Oeste,Online,0.0
1316,2025-04-01,Gabriela Gomes,Tenis Runner,Moda,3,299.9,Sudeste,Online,0.2
1317,2025-09-28,Gabriela Silva,Caneca Termica,Casa,2,84.9,Nordeste,Online,0.15
1318,2025-01-25,,Camiseta Dry Fit,Moda,6,49.9,Norte,Online,0.05
1319,2025-07-07,Yasmin Santos,Garrafa Termica,Casa,2,59.9,Sudeste,Loja Fisica,0.05
1320,2025-06-13,Julia Almeida,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Online,0.2
1321,2025-04-01,Natalia Silva,Webcam HD,Eletronicos,1,179.9,Sudeste,Loja Fisica,0.0
1322,2025-10-29,Felipe Lima,mochila executiva,Acessorios,3,159.9,Sudeste,Online,0.05
1323,2024-03-25,Carla Costa,Webcam HD,Eletronicos,1,179.9,Nordeste,Marketplace,0.0
1324,2025-06-30,Lucas Gomes,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.1
1325,2024-08-03,Vanessa Gomes,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Loja Fisica,0.2
1326,2025-12-02,Larissa Souza,Mesa Compacta,Moveis,1,649.9,Sul,Loja Fisica,0.0
1327,2025-07-04,William Barbosa,Mesa Compacta,Moveis,3,649.9,Sudeste,Loja Fisica,0.05
1328,2025-10-24,Bruno Barbosa,Curso SQL Basico,Cursos,2,129.9,Norte,Online,0.05
1329,2024-01-25,Marcos Barbosa,Headset Gamer,Eletrônicos,2,199.9,Sul,Marketplace,0.0
1330,2024-02-08,Bruno Souza,Camiseta Dry Fit,Moda,6,49.9,Sul,Marketplace,0.0
1331,2024-07-01,Henrique Almeida,Mouse Sem Fio,Eletronicos,1,89.9,Norte,WhatsApp,0.0
1332,2025-08-11,Gabriela Santos,Teclado Mecanico,Eletronicos,1,249.9,Sul,Loja Fisica,0.1
1333,2025-02-01,Marcos Gomes,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,0.0
1334,2025-03-19,Joao Silva,Livro Python Pratico,Livros,-1,77.5,Sudeste,Online,0.05
1335,2025-11-20,Carla Almeida,Livro Python Pratico,Livros,1,79.9,Nordeste,Online,0.1
1336,2025-10-18,Yasmin Ferreira,,Eletronicos,1,4074.0,Sudeste,Marketplace,0.0
1337,2025-08-22,Ana Barbosa,Teclado Mecanico,Eletronicos,1,254.9,,Loja Fisica,0.1
1338,2025-01-01,Otavio Souza,Teclado Mecanico,Eletronicos,2,254.9,Sudeste,Loja Fisica,0.0
1339,2025-12-03,Isabela Ferreira,Mochila Executiva,Acessorios,1,159.9,Nordeste,Loja Fisica,
1340,2024-10-15,Marcos Pereira,Teclado Mecanico,Eletronicos,2,249.9,,Marketplace,0.0
1341,2025-11-07,Lucas Rodrigues,Livro Python Pratico,Livros,1,79.9,Sudeste,Marketplace,0.0
1342,2025-06-30,Gabriela Costa,Cadeira Office,Móveis,1,872.9,Sul,Online,0.1
1343,2025-07-12,Isabela Gomes,Livro Python Pratico,Livros,1,79.9,Sudeste,,0.05
1344,2024-11-01,Vanessa Barbosa,Headset Gamer,Eletronicos,1,199.9,Sudeste,Online,0.1
1345,2024-01-12,Paula Almeida,Tenis Runner,Moda,3,299.9,Sul,WhatsApp,0.05
1346,2024-05-06,Ana Silva,Headset Gamer,Eletronicos,2,199.9,Nordeste,Loja Fisica,0.0
1347,2025-09-02,Kaique Almeida,Planner 2025,Papelaria,1,38.7,Sudeste,Online,0.05
1348,2024-03-28,Isabela Oliveira,SSD 1TB,Eletronicos,1,459.9,Nordeste,Loja Fisica,0.05
1349,2024-08-04,Larissa Gomes,Tenis Runner,Moda,2,299.9,Centro-Oeste,Marketplace,0.0
1350,2024-05-25,Eduarda Costa,Webcam HD,Eletronicos,2,179.9,Norte,Loja Fisica,0.05
1351,2025-09-23,Henrique Oliveira,Luminaria LED,Casa,1,69.9,Nordeste,WhatsApp,0.1
1352,2024-07-04,Vanessa Ferreira,Monitor 24,Eletronicos,1,799.9,Sudeste,Marketplace,0.0
1353,2025-07-16,Marcos Gomes,Mouse Sem Fio,Eletronicos,1,89.9,Nordeste,WhatsApp,0.05
1354,2024-03-15,Isabela Gomes,SSD 1TB,Eletronicos,1,459.9,Norte,Online,0.15
1355,2024-09-13,Carla Oliveira,Teclado Mecanico,Eletronicos,2,249.9,Sul,Online,0.0
1356,2025-05-13,JOAO LIMA,Planner 2025,Livros,5,39.9,Norte,Loja Física,0.05
1357,2025-11-18,Thiago Oliveira,Headset Gamer,Eletronicos,1,199.9,Sudeste,Marketplace,0.0
1358,2024-10-18,Sabrina Souza,Monitor 24,Eletronicos,1,799.9,Centro-Oeste,Online,0.2
1359,2024-11-21,Natalia Rodrigues,Mesa Compacta,Moveis,1,649.9,Sudeste,Online,0.05
1360,2025-09-23,Vanessa Santos,Camiseta Dry Fit,Moda,3,49.9,Sudeste,Online,0.2
1361,2024-06-05,Rafael Ferreira,Planner 2025,Papelaria,2,39.9,Sul,Loja Fisica,0.1
1362,2024-11-19,Larissa Costa,Tenis Runner,Moda,1,305.9,Sudeste,Marketplace,0.0
1363,2024-11-16,Gabriela Oliveira,Notebook Pro 14,Eletronicos,3,4200.0,Centro-Oeste,Marketplace,0.05
1364,2024-10-10,Julia Costa,Curso SQL Basico,Cursos,1,129.9,Sudeste,Loja Fisica,0.0
1365,2025-05-06,Marcos Rodrigues,Camiseta Dry Fit,Moda,4,49.9,Norte,Marketplace,0.05
1366,2024-11-08,Natalia Almeida,Tenis Runner,Moda,1,299.9,Sudeste,Marketplace,0.0
1367,2024-06-28,Thiago Ferreira,Monitor 24,Eletronicos,1,799.9,Sudeste,WhatsApp,0.25
1368,2024-10-14,Diego Almeida,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Online,0.1
1369,2024-09-26,Yasmin Gomes,Mesa Compacta,Moveis,1,649.9,Sul,Loja Fisica,0.0
1370,2024-03-18,Lucas Almeida,Teclado Mecanico,Eletronicos,2,249.9,Sudeste,Loja Fisica,0.05
1371,2025-08-18,Rafael Pereira,Notebook Pro 14,Eletronicos,2,4200.0,Sudeste,Online,0.1
1372,2024-08-05,Ana Almeida,Planner 2025,Papelaria,2,39.9,Nordeste,Loja Fisica,0.0
1373,2025-07-10,Paula Rodrigues,Garrafa Termica,Casa,2,59.9,Sudeste,Online,0.1
1374,2025-01-09,Kaique Oliveira,Headset Gamer,Eletronicos,1,199.9,Centro-Oeste,Loja Fisica,0.0
1375,2024-10-24,Diego Rodrigues,Planner 2025,Papelaria,4,39.9,Sul,Marketplace,0.2
1376,2025-06-06,Bruno Pereira,Webcam HD,Eletronicos,1,179.9,Centro-Oeste,,0.2
1377,2025-05-29,Lucas Gomes,Tenis Runner,Moda,1,299.9,Sul,Online,0.0
1378,2025-09-20,Vanessa Costa,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.05
1379,2024-05-23,Marcos Costa,Webcam HD,Eletronicos,3,179.9,Sudeste,Online,0.1
1380,2025-08-02,Rafael Gomes,Cadeira Office,Moveis,1,899.9,Sudeste,Online,0.0
1381,2025-05-10,Julia Silva,Headset Gamer,Eletronicos,3,199.9,Nordeste,Marketplace,0.15
1382,2025-05-14,Gabriela Souza,Luminaria LED,Casa,1,67.8,Sul,Online,0.05
1383,2025-01-13,Gabriela Silva,Garrafa Termica,Casa,4,59.9,Sudeste,Online,0.0
1384,2025-06-14,Julia Pereira,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
1385,2025-04-10,Ana Silva,Tablet Lite,Eletrônicos,1,1499.9,Sudeste,Online,0.2
1386,2024-04-15,William Almeida,Camiseta Dry Fit,Moda,2,49.9,Sul,Online,0.0
1387,2024-09-26,Rafael Almeida,Garrafa Termica,Casa,3,59.9,Norte,Online,0.05
1388,2024-06-27,Kaique Gomes,Planner 2025,Papelaria,3,39.9,Centro-Oeste,WhatsApp,0.15
1389,2025-01-09,Rafael Gomes,Livro Python Pratico,Livros,1,81.5,Nordeste,Loja Fisica,0.0
1390,2025-06-13,Henrique Pereira,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Online,0.05
1391,2025-06-12,Kaique Lima,Luminaria LED,Casa,1,69.9,Centro-Oeste,Marketplace,0.0
1392,2025-05-13,Natalia Ferreira,Tenis Runner,Moda,2,305.9,Centro-Oeste,Marketplace,0.0
1393,2025-05-28,Diego Rodrigues,Notebook Pro 14,Eletronicos,1,4284.0,Centro-Oeste,Online,0.0
1394,2024-08-23,Bruno Almeida,Cadeira Office,Moveis,1,899.9,Sudeste,Online,0.2
1395,2024-08-04,Diego Costa,Garrafa Termica,Casa,3,59.9,Sudeste,Online,0.0
1396,2025-01-05,Sabrina Barbosa,Cadeira Office,Moveis,2,899.9,Nordeste,Loja Fisica,0.0
1397,2025-11-07,Gabriela Pereira,Monitor 24,Eletronicos,4,775.9,Sudeste,Online,0.0
1398,2024-04-26,Natalia Gomes,Camiseta Dry Fit,Moda,4,49.9,Sudeste,WhatsApp,0.0
1399,2025-05-05,Felipe Ferreira,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Online,0.05
1400,2025-10-24,Larissa Silva,Cadeira Office,Moveis,2,899.9,N/A,Online,0.0
1373,2025-07-10,Paula Rodrigues,Garrafa Termica,Casa,2,59.9,Sudeste,Online,0.1
857,2025-09-21,Rafael Souza,Mochila Executiva,Acessorios,1,159.9,Sudeste,Loja Física,0.0
108,2024-06-14,Yasmin Rodrigues,Garrafa Termica,Casa,4,59.9,Nordeste,Online,0.0
609,2025-09-19,Joao Costa,Camiseta Dry Fit,Moda,5,49.9,Sudeste,Online,0.0
27,2024-10-01,Bruno Oliveira,Livro Python Pratico,Livros,4,79.9,Centro-Oeste,Loja Fisica,0.1
712,2024-08-14,Larissa Santos,Webcam HD,Eletronicos,1,179.9,Sul,Online,0.0
444,2025-04-07,Ana Silva,Smartphone X,Eletronicos,1,2899.9,Centro-Oeste,Online,0.0
80,2024-07-13,Isabela Oliveira,Headset Gamer,Eletronicos,3,-203.9,Nordeste,Online,0.2
278,2024-08-18,Carla Rodrigues,Teclado Mecanico,Eletronicos,2,249.9,Sudeste,Loja Fisica,0.15
138,2025-07-21,Diego Oliveira,Mochila Executiva,Acessorios,4,159.9,Nordeste,Loja Fisica,0.2
1398,2024-04-26,Natalia Gomes,Camiseta Dry Fit,Moda,4,49.9,Sudeste,WhatsApp,0.0
663,2025-02-14,Vanessa Souza,Teclado Mecanico,Eletronicos,2,249.9,Nordeste,Online,0.1
412,2025-06-08,Carla Lima,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
1039,2024-01-21,Otavio Rodrigues,Luminaria LED,Casa,2,69.9,Sudeste,Online,0.0
577,2025-10-19,Isabela Rodrigues,Mochila Executiva,Acessorios,1,159.9,Centro-Oeste,Online,0.05
930,2025-09-14,Isabela Barbosa,Caneca Termica,Casa,4,84.9,Sudeste,Loja Fisica,0.0
827,2025-07-30,Thiago Gomes,Mouse Sem Fio,Eletronicos,1,87.2,Sudeste,Loja Fisica,0.0
72,2024-03-18,Marcos Almeida,Luminaria LED,Casa,1,69.9,Norte,Online,0.0
485,2024-05-07,Isabela Souza,Webcam HD,Eletronicos,2,179.9,Centro-Oeste,Online,0.1
378,2025-12-30,Joao Pereira,SSD 1TB,Eletronicos,1,446.1,Sudeste,Online,0.0
